Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
Japan,Toyonaka,43,Good,1,Good,43,Good,1,Good,17,Good,123294513,51.57201646,Moderate
China,Tunxi,119,Unhealthy for Sensitive Groups,2,Good,119,Unhealthy for Sensitive Groups,0,Good,69,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
United States of America,Twin Falls,27,Good,1,Good,27,Good,2,Good,16,Good,332915073,59.61860625,Moderate
Germany,Uetersen,33,Good,0,Good,33,Good,1,Good,30,Good,83237000,48.24684015,Good
Montenegro,Ulcinj,52,Moderate,1,Good,43,Good,0,Good,52,Moderate,604966,64.75,Moderate
United States of America,University City,89,Moderate,2,Good,10,Good,20,Good,89,Moderate,332915073,59.61860625,Moderate
Argentina,Ushuaia,13,Good,0,Good,13,Good,0,Good,0,Good,46000000,28.23529412,Good
India,Uttamapalaiyam,52,Moderate,0,Good,22,Good,0,Good,52,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Vestavia Hills,71,Moderate,1,Good,13,Good,10,Good,71,Moderate,332915073,59.61860625,Moderate
Mexico,Vicente Guerrero,36,Good,1,Good,36,Good,0,Good,13,Good,126190788,89.11260504,Moderate
United States of America,Vidalia,46,Good,1,Good,32,Good,2,Good,46,Good,332915073,59.61860625,Moderate
India,Adur,63,Moderate,1,Good,27,Good,0,Good,63,Moderate,1417173173,152.5597283,Unhealthy
Brazil,Agua Preta,35,Good,0,Good,18,Good,2,Good,35,Good,214326223,44.64993726,Good
India,Akodia,154,Unhealthy,1,Good,38,Good,0,Good,154,Unhealthy,1417173173,152.5597283,Unhealthy
Italy,Altavilla Vicentina,63,Moderate,1,Good,30,Good,5,Good,63,Moderate,60367477,61.69844358,Moderate
United States of America,Alvin,30,Good,0,Good,22,Good,4,Good,30,Good,332915073,59.61860625,Moderate
Greece,Amarousion,60,Moderate,2,Good,22,Good,17,Good,60,Moderate,10000000,67.92920354,Moderate
United Kingdom of Great Britain and Northern Ireland,Amersham,34,Good,1,Good,12,Good,9,Good,34,Good,67532000,39.5971897,Good
Madagascar,Amparafaravola,22,Good,0,Good,22,Good,0,Good,10,Good,29000000,30.93939394,Good
Mexico,Anenecuilco,91,Moderate,2,Good,8,Good,10,Good,91,Moderate,126190788,89.11260504,Moderate
China,Anlu,178,Unhealthy,4,Good,178,Unhealthy,2,Good,142,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Apolda,32,Good,0,Good,28,Good,2,Good,32,Good,83237000,48.24684015,Good
Portugal,Arcozelo,36,Good,1,Good,24,Good,4,Good,36,Good,10196000,34.56707317,Good
India,Arkalgud,36,Good,0,Good,22,Good,0,Good,36,Good,1417173173,152.5597283,Unhealthy
Israel,Ashqelon,65,Moderate,1,Good,46,Good,3,Good,65,Moderate,9000000,87.82608696,Moderate
Spain,Ayamonte,31,Good,0,Good,31,Good,1,Good,14,Good,47300000,38.67356322,Good
India,Chhibramau,194,Unhealthy,3,Good,141,Unhealthy for Sensitive Groups,2,Good,194,Unhealthy,1417173173,152.5597283,Unhealthy
Colombia,Chivolo,68,Moderate,2,Good,9,Good,6,Good,68,Moderate,52015000,65.90079365,Moderate
Nicaragua,Ciudad Dario,35,Good,1,Good,9,Good,4,Good,35,Good,6000000,47.97297297,Good
Italy,Crema,97,Moderate,1,Good,34,Good,6,Good,97,Moderate,60367477,61.69844358,Moderate
United Republic of Tanzania,Tabora,17,Good,0,Good,16,Good,0,Good,17,Good,67738000,31.65367965,Good
China,Talin,202,Very Unhealthy,3,Good,202,Very Unhealthy,6,Good,143,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
United States of America,Talladega,111,Unhealthy for Sensitive Groups,3,Good,10,Good,15,Good,111,Unhealthy for Sensitive Groups,332915073,59.61860625,Moderate
Mexico,Tangancicuaro,79,Moderate,2,Good,13,Good,5,Good,79,Moderate,126190788,89.11260504,Moderate
China,Taonan,65,Moderate,2,Good,65,Moderate,0,Good,29,Good,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Friedland,46,Good,1,Good,28,Good,2,Good,46,Good,83237000,48.24684015,Good
Turkey,Hakkari,87,Moderate,0,Good,37,Good,0,Good,87,Moderate,87849000,51.59109312,Moderate
Iran (Islamic Republic of),Hamadan,78,Moderate,1,Good,55,Moderate,0,Good,78,Moderate,88550000,108.2960894,Unhealthy for Sensitive Groups
Uzbekistan,Muborak,70,Moderate,1,Good,45,Good,0,Good,70,Moderate,31000000,119.0862069,Unhealthy for Sensitive Groups
India,Mungeli,160,Unhealthy,1,Good,44,Good,0,Good,160,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Murrieta,70,Moderate,2,Good,4,Good,20,Good,70,Moderate,332915073,59.61860625,Moderate
Oman,Muscat,155,Unhealthy,2,Good,155,Unhealthy,5,Good,139,Unhealthy for Sensitive Groups,3764348,133.4285714,Unhealthy for Sensitive Groups
Japan,Nagareyama,68,Moderate,1,Good,68,Moderate,3,Good,31,Good,123294513,51.57201646,Moderate
Germany,Neuenrade,29,Good,0,Good,27,Good,1,Good,29,Good,83237000,48.24684015,Good
United Republic of Tanzania,Ngudu,29,Good,0,Good,13,Good,0,Good,29,Good,67738000,31.65367965,Good
Ukraine,Nizhyn,60,Moderate,1,Good,27,Good,1,Good,60,Moderate,43000000,51.03181818,Moderate
Central African Republic,Nola,78,Moderate,3,Good,8,Good,0,Good,78,Moderate,5000000,64.16666667,Moderate
United States of America,North Lauderdale,54,Moderate,1,Good,12,Good,13,Good,54,Moderate,332915073,59.61860625,Moderate
United States of America,North Little Rock,56,Moderate,1,Good,26,Good,4,Good,56,Moderate,332915073,59.61860625,Moderate
United States of America,Northborough,49,Good,1,Good,34,Good,4,Good,49,Good,332915073,59.61860625,Moderate
Switzerland,Oftringen,42,Good,1,Good,21,Good,3,Good,42,Good,8799000,55.21551724,Moderate
Indonesia,Langsa,72,Moderate,1,Good,38,Good,0,Good,72,Moderate,276361783,91.54822335,Moderate
Brazil,Lapao,17,Good,0,Good,14,Good,0,Good,17,Good,214326223,44.64993726,Good
Russian Federation,Lgov,54,Moderate,1,Good,34,Good,0,Good,54,Moderate,145805947,42.49115756,Good
Austria,Lienz,50,Good,1,Good,28,Good,1,Good,50,Good,9000000,53.72058824,Moderate
China,Linhai,161,Unhealthy,3,Good,161,Unhealthy,1,Good,116,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Ludwigsburg,31,Good,1,Good,27,Good,2,Good,31,Good,83237000,48.24684015,Good
Paraguay,Luque,36,Good,1,Good,19,Good,1,Good,36,Good,7000000,42.76923077,Good
India,Madukkarai,60,Moderate,0,Good,24,Good,1,Good,60,Moderate,1417173173,152.5597283,Unhealthy
Venezuela (Bolivarian Republic of),Tacarigua,112,Unhealthy for Sensitive Groups,2,Good,7,Good,13,Good,112,Unhealthy for Sensitive Groups,30000000,77.23076923,Moderate
Uruguay,Tacuarembo,25,Good,0,Good,25,Good,0,Good,4,Good,3500000,26.65384615,Good
India,Talwandi Bhai,198,Unhealthy,2,Good,160,Unhealthy,1,Good,198,Unhealthy,1417173173,152.5597283,Unhealthy
Brazil,Tapejara,18,Good,0,Good,18,Good,0,Good,14,Good,214326223,44.64993726,Good
Syrian Arab Republic,Tartus,64,Moderate,1,Good,47,Good,1,Good,64,Moderate,21563800,85,Moderate
Guatemala,Tecpan Guatemala,95,Moderate,2,Good,12,Good,8,Good,95,Moderate,20318000,80.95041322,Moderate
Mexico,Tequixquiac,156,Unhealthy,2,Good,12,Good,10,Good,156,Unhealthy,126190788,89.11260504,Moderate
Botswana,Thamaga,59,Moderate,1,Good,16,Good,0,Good,59,Moderate,2000000,43.57894737,Good
Myanmar,Thaton,54,Moderate,0,Good,22,Good,0,Good,54,Moderate,54000000,40.95238095,Good
United Republic of Tanzania,Tinde,19,Good,0,Good,15,Good,0,Good,19,Good,67738000,31.65367965,Good
India,Tiruvidaimarudur,62,Moderate,1,Good,34,Good,0,Good,62,Moderate,1417173173,152.5597283,Unhealthy
Peru,Tocache,34,Good,1,Good,1,Good,0,Good,34,Good,34295000,36.3875969,Good
Madagascar,Toliary,19,Good,0,Good,19,Good,0,Good,18,Good,29000000,30.93939394,Good
Japan,Tonami,45,Good,1,Good,45,Good,0,Good,27,Good,123294513,51.57201646,Moderate
Kenya,Mariakani,46,Good,1,Good,22,Good,0,Good,46,Good,55000000,73.29508197,Moderate
Sweden,Mariestad,29,Good,1,Good,25,Good,1,Good,29,Good,10452000,35.87619048,Good
India,Maudaha,198,Unhealthy,1,Good,46,Good,0,Good,198,Unhealthy,1417173173,152.5597283,Unhealthy
Zambia,Mbala,22,Good,0,Good,15,Good,0,Good,22,Good,19000000,40.66666667,Good
Russian Federation,Mednogorsk,35,Good,1,Good,35,Good,0,Good,22,Good,145805947,42.49115756,Good
Russian Federation,Medvedovskaya,52,Moderate,1,Good,30,Good,4,Good,52,Moderate,145805947,42.49115756,Good
Greece,Melissia,59,Moderate,2,Good,35,Good,11,Good,59,Moderate,10000000,67.92920354,Moderate
United States of America,Mendota Heights,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,332915073,59.61860625,Moderate
Italy,Milazzo,63,Moderate,1,Good,48,Good,0,Good,63,Moderate,60367477,61.69844358,Moderate
France,Montbeliard,44,Good,1,Good,25,Good,2,Good,44,Good,67842000,53.23133415,Moderate
Italy,Montescaglioso,54,Moderate,1,Good,39,Good,2,Good,54,Moderate,60367477,61.69844358,Moderate
Democratic Republic of the Congo,Tshikapa,392,Hazardous,23,Good,37,Good,18,Good,392,Hazardous,102262000,114.8142857,Unhealthy for Sensitive Groups
Italy,Turi,48,Good,1,Good,48,Good,1,Good,43,Good,60367477,61.69844358,Moderate
United States of America,Tuscaloosa,66,Moderate,1,Good,21,Good,2,Good,66,Moderate,332915073,59.61860625,Moderate
United States of America,Twentynine Palms,36,Good,1,Good,27,Good,4,Good,36,Good,332915073,59.61860625,Moderate
Germany,Uberherrn,25,Good,1,Good,25,Good,2,Good,24,Good,83237000,48.24684015,Good
India,Ullal,78,Moderate,0,Good,24,Good,0,Good,78,Moderate,1417173173,152.5597283,Unhealthy
Russian Federation,Uray,33,Good,1,Good,33,Good,0,Good,22,Good,145805947,42.49115756,Good
France,Vauvert,42,Good,1,Good,32,Good,1,Good,42,Good,67842000,53.23133415,Moderate
Belgium,Veurne,31,Good,0,Good,31,Good,1,Good,30,Good,11736000,44.58098592,Good
Russian Federation,Chaykovskiy,26,Good,1,Good,26,Good,0,Good,13,Good,145805947,42.49115756,Good
Ukraine,Chernyakhiv,56,Moderate,1,Good,37,Good,1,Good,56,Moderate,43000000,51.03181818,Moderate
India,Chidambaram,82,Moderate,1,Good,41,Good,1,Good,82,Moderate,1417173173,152.5597283,Unhealthy
Guatemala,Chiquimulilla,90,Moderate,4,Good,2,Good,11,Good,90,Moderate,20318000,80.95041322,Moderate
Peru,Chocope,32,Good,1,Good,15,Good,2,Good,32,Good,34295000,36.3875969,Good
United States of America,Clearwater,56,Moderate,1,Good,46,Good,4,Good,56,Moderate,332915073,59.61860625,Moderate
Mexico,Puruandiro,43,Good,1,Good,8,Good,4,Good,43,Good,126190788,89.11260504,Moderate
United States of America,Rancho Cucamonga,83,Moderate,2,Good,28,Good,17,Good,83,Moderate,332915073,59.61860625,Moderate
Poland,Rawicz,36,Good,1,Good,18,Good,4,Good,36,Good,38268000,52.46015424,Moderate
China,Ruian,117,Unhealthy for Sensitive Groups,2,Good,117,Unhealthy for Sensitive Groups,1,Good,95,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
France,Saint Jean De Luz,44,Good,0,Good,40,Good,0,Good,44,Good,67842000,53.23133415,Moderate
Austria,Sankt Veit,58,Moderate,1,Good,33,Good,1,Good,58,Moderate,9000000,53.72058824,Moderate
Spain,Santa Cruz De La Palma,38,Good,0,Good,38,Good,0,Good,14,Good,47300000,38.67356322,Good
Brazil,Sao Paulo,198,Unhealthy,10,Good,0,Good,35,Good,198,Unhealthy,214326223,44.64993726,Good
United States of America,Asheboro,60,Moderate,2,Good,29,Good,7,Good,60,Moderate,332915073,59.61860625,Moderate
Germany,Bad Lippspringe,36,Good,1,Good,36,Good,1,Good,27,Good,83237000,48.24684015,Good
United States of America,Bellmore,73,Moderate,2,Good,39,Good,11,Good,73,Moderate,332915073,59.61860625,Moderate
Brazil,Benevides,55,Moderate,1,Good,9,Good,2,Good,55,Moderate,214326223,44.64993726,Good
India,Bhadohi,310,Hazardous,1,Good,49,Good,1,Good,257,Very Unhealthy,1417173173,152.5597283,Unhealthy
Germany,Bissendorf,36,Good,1,Good,36,Good,2,Good,24,Good,83237000,48.24684015,Good
United Kingdom of Great Britain and Northern Ireland,Bletchley,28,Good,0,Good,28,Good,1,Good,25,Good,67532000,39.5971897,Good
United States of America,Brecksville,48,Good,1,Good,31,Good,8,Good,48,Good,332915073,59.61860625,Moderate
Russian Federation,Bulanash,32,Good,1,Good,32,Good,3,Good,31,Good,145805947,42.49115756,Good
Philippines,Bulaon,70,Moderate,1,Good,23,Good,1,Good,70,Moderate,114337000,60.52974504,Moderate
Nigeria,Calabar,69,Moderate,3,Good,22,Good,2,Good,69,Moderate,223804632,100.1103448,Unhealthy for Sensitive Groups
Brazil,Campo Bom,52,Moderate,1,Good,15,Good,4,Good,52,Moderate,214326223,44.64993726,Good
Brazil,Cariacica,50,Good,1,Good,10,Good,3,Good,50,Good,214326223,44.64993726,Good
France,Castelnau Le Lez,43,Good,1,Good,37,Good,0,Good,43,Good,67842000,53.23133415,Moderate
Spain,Cehegin,31,Good,1,Good,31,Good,1,Good,27,Good,47300000,38.67356322,Good
Thailand,Soeng Sang,47,Good,0,Good,28,Good,0,Good,47,Good,70927000,53.56972112,Moderate
Brazil,Aguas Formosas,26,Good,1,Good,4,Good,1,Good,26,Good,214326223,44.64993726,Good
Colombia,Aguazul,44,Good,1,Good,2,Good,2,Good,44,Good,52015000,65.90079365,Moderate
Germany,Aichach,30,Good,0,Good,30,Good,1,Good,29,Good,83237000,48.24684015,Good
China,Aksu,154,Unhealthy,1,Good,46,Good,0,Good,154,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Turkey,Aliaga,55,Moderate,1,Good,49,Good,4,Good,55,Moderate,87849000,51.59109312,Moderate
China,Anda,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,1,Good,103,Unhealthy for Sensitive Groups,1412600000,127.1339174,Unhealthy for Sensitive Groups
Mexico,Apan,224,Very Unhealthy,2,Good,8,Good,9,Good,224,Very Unhealthy,126190788,89.11260504,Moderate
Italy,Saronno,66,Moderate,1,Good,36,Good,4,Good,66,Moderate,60367477,61.69844358,Moderate
Ukraine,Sartana,37,Good,1,Good,37,Good,2,Good,35,Good,43000000,51.03181818,Moderate
Hungary,Satoraljaujhely,58,Moderate,1,Good,38,Good,1,Good,58,Moderate,9636000,63.6056338,Moderate
Philippines,Sebu,53,Moderate,0,Good,19,Good,0,Good,53,Moderate,114337000,60.52974504,Moderate
Malaysia,Segamat,70,Moderate,1,Good,41,Good,0,Good,70,Moderate,34000000,80.72262774,Moderate
India,Sidlaghatta,44,Good,0,Good,22,Good,1,Good,44,Good,1417173173,152.5597283,Unhealthy
Belgium,Sint Niklaas,37,Good,0,Good,27,Good,4,Good,37,Good,11736000,44.58098592,Good
Indonesia,Solok,61,Moderate,1,Good,32,Good,0,Good,61,Moderate,276361783,91.54822335,Moderate
Guatemala,Solola,90,Moderate,3,Good,9,Good,10,Good,90,Moderate,20318000,80.95041322,Moderate
Belgium,Spa,30,Good,0,Good,25,Good,2,Good,30,Good,11736000,44.58098592,Good
Slovenia,Trbovlje,67,Moderate,1,Good,41,Good,1,Good,67,Moderate,2000000,70.875,Moderate
Brazil,Tres Barras,29,Good,0,Good,12,Good,1,Good,29,Good,214326223,44.64993726,Good
Brazil,Tuntum,40,Good,1,Good,5,Good,1,Good,40,Good,214326223,44.64993726,Good
Russian Federation,Ulan Ude,42,Good,1,Good,42,Good,0,Good,41,Good,145805947,42.49115756,Good
Honduras,Tegucigalpa,50,Good,1,Good,9,Good,3,Good,50,Good,9000000,63.24137931,Moderate
Germany,Templin,53,Moderate,1,Good,35,Good,2,Good,53,Moderate,83237000,48.24684015,Good
Viet Nam,Thanh Hoa,124,Unhealthy for Sensitive Groups,3,Good,124,Unhealthy for Sensitive Groups,1,Good,113,Unhealthy for Sensitive Groups,99711000,86.63492063,Moderate
New Zealand,Timaru,13,Good,0,Good,10,Good,2,Good,13,Good,5134000,30.56521739,Good
Brazil,Timbo,44,Good,1,Good,12,Good,5,Good,44,Good,214326223,44.64993726,Good
Canada,Grande Prairie,34,Good,0,Good,34,Good,0,Good,27,Good,38067000,42.90344828,Good
United States of America,Great Bend,58,Moderate,1,Good,18,Good,5,Good,58,Moderate,332915073,59.61860625,Moderate
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,332915073,59.61860625,Moderate
Philippines,Guihing,48,Good,1,Good,18,Good,0,Good,48,Good,114337000,60.52974504,Moderate
Cuba,Guines,61,Moderate,1,Good,26,Good,2,Good,61,Moderate,11000000,63.31,Moderate
Kazakhstan,Glubokoe,39,Good,1,Good,39,Good,0,Good,24,Good,19632700,61.21126761,Moderate
South Africa,Grahamstown,66,Moderate,3,Good,33,Good,1,Good,66,Moderate,60041000,112.9085714,Unhealthy for Sensitive Groups
Germany,Greiz,31,Good,0,Good,28,Good,1,Good,31,Good,83237000,48.24684015,Good
Italy,Grottaferrata,47,Good,1,Good,43,Good,4,Good,47,Good,60367477,61.69844358,Moderate
Russian Federation,Gubakha,29,Good,1,Good,27,Good,0,Good,29,Good,145805947,42.49115756,Good
Indonesia,Kemang,95,Moderate,2,Good,90,Moderate,1,Good,95,Moderate,276361783,91.54822335,Moderate
United Republic of Tanzania,Kilindoni,36,Good,0,Good,24,Good,0,Good,36,Good,67738000,31.65367965,Good
Russian Federation,Kinel,35,Good,1,Good,35,Good,0,Good,18,Good,145805947,42.49115756,Good
Canada,Kitimat,15,Good,1,Good,15,Good,2,Good,9,Good,38067000,42.90344828,Good
Ghana,Koforidua,106,Unhealthy for Sensitive Groups,2,Good,14,Good,2,Good,106,Unhealthy for Sensitive Groups,34000000,61.76666667,Moderate
China,Kuanshan,93,Moderate,2,Good,93,Moderate,0,Good,87,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Albania,Kucove,67,Moderate,1,Good,40,Good,2,Good,67,Moderate,3000000,68.45454545,Moderate
Peru,La Brea,34,Good,0,Good,21,Good,0,Good,34,Good,34295000,36.3875969,Good
France,La Trinite,97,Moderate,0,Good,25,Good,0,Good,97,Moderate,67842000,53.23133415,Moderate
India,Ladnun,500,Hazardous,0,Good,32,Good,0,Good,474,Hazardous,1417173173,152.5597283,Unhealthy
India,Hansot,150,Unhealthy,0,Good,27,Good,0,Good,150,Unhealthy,1417173173,152.5597283,Unhealthy
Japan,Ichinoseki,40,Good,1,Good,40,Good,0,Good,22,Good,123294513,51.57201646,Moderate
India,Ikauna,183,Unhealthy,4,Good,163,Unhealthy,1,Good,183,Unhealthy,1417173173,152.5597283,Unhealthy
China,Ilan,124,Unhealthy for Sensitive Groups,2,Good,124,Unhealthy for Sensitive Groups,0,Good,97,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
United States of America,Indio,61,Moderate,1,Good,32,Good,4,Good,61,Moderate,332915073,59.61860625,Moderate
Japan,Ishikari,26,Good,1,Good,26,Good,3,Good,21,Good,123294513,51.57201646,Moderate
United States of America,Isla Vista,39,Good,2,Good,33,Good,8,Good,39,Good,332915073,59.61860625,Moderate
Poland,Jelenia Gora,42,Good,1,Good,24,Good,2,Good,42,Good,38268000,52.46015424,Moderate
Mexico,Jiquilpan,41,Good,1,Good,7,Good,4,Good,41,Good,126190788,89.11260504,Moderate
Pakistan,Kalabagh,133,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups,6,Good,133,Unhealthy for Sensitive Groups,240485658,178.7045455,Unhealthy
Russian Federation,Kalinino,50,Good,1,Good,40,Good,4,Good,50,Good,145805947,42.49115756,Good
United Republic of Tanzania,Kamachumu,21,Good,0,Good,15,Good,0,Good,21,Good,67738000,31.65367965,Good
Russian Federation,Kamen Rybolov,35,Good,1,Good,35,Good,0,Good,28,Good,145805947,42.49115756,Good
Jordan,Umm Nuwarah,129,Unhealthy for Sensitive Groups,2,Good,83,Moderate,6,Good,129,Unhealthy for Sensitive Groups,10998531,96.83333333,Moderate
India,Un,160,Unhealthy,3,Good,126,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy,1417173173,152.5597283,Unhealthy
Netherlands,Valkenswaard,51,Moderate,1,Good,20,Good,8,Good,51,Moderate,17442000,38.15282392,Good
India,Vaniyambadi,27,Good,1,Good,25,Good,0,Good,27,Good,1417173173,152.5597283,Unhealthy
India,Vejalpur,149,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,149,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Netherlands,Veldhoven,45,Good,1,Good,25,Good,7,Good,45,Good,17442000,38.15282392,Good
India,Vengurla,56,Moderate,1,Good,30,Good,1,Good,56,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Vernon Hills,61,Moderate,2,Good,13,Good,19,Good,61,Moderate,332915073,59.61860625,Moderate
Switzerland,Versoix,62,Moderate,1,Good,30,Good,1,Good,62,Moderate,8799000,55.21551724,Moderate
China,Yongchang,153,Unhealthy,2,Good,40,Good,6,Good,153,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
India,Zahirabad,134,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,134,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Italy,Zevio,72,Moderate,1,Good,36,Good,3,Good,72,Moderate,60367477,61.69844358,Moderate
Libya,Zlitan,69,Moderate,1,Good,49,Good,1,Good,69,Moderate,7137931,105.4,Unhealthy for Sensitive Groups
Czechia,Znojmo,77,Moderate,1,Good,37,Good,1,Good,77,Moderate,10700000,60.90551181,Moderate
Spain,Blanes,41,Good,1,Good,23,Good,5,Good,41,Good,47300000,38.67356322,Good
India,Bodinayakkanur,46,Good,0,Good,23,Good,0,Good,46,Good,1417173173,152.5597283,Unhealthy
Ghana,Bolgatanga,52,Moderate,2,Good,11,Good,1,Good,52,Moderate,34000000,61.76666667,Moderate
United States of America,Castle Rock,67,Moderate,1,Good,13,Good,10,Good,67,Moderate,332915073,59.61860625,Moderate
United States of America,Central Falls,47,Good,1,Good,33,Good,5,Good,47,Good,332915073,59.61860625,Moderate
Germany,Furth,45,Good,1,Good,26,Good,3,Good,45,Good,83237000,48.24684015,Good
United States of America,Gaffney,67,Moderate,2,Good,26,Good,10,Good,67,Moderate,332915073,59.61860625,Moderate
India,Garulia,216,Very Unhealthy,4,Good,96,Moderate,5,Good,216,Very Unhealthy,1417173173,152.5597283,Unhealthy
Germany,Geilenkirchen,35,Good,1,Good,22,Good,4,Good,35,Good,83237000,48.24684015,Good
